hand,sample,simulation_time_s,tracking_time_s,loop_progress,desired_x_m,desired_y_m,desired_z_m,measured_x_m,measured_y_m,measured_z_m,error_x_m,error_y_m,error_z_m,error_norm_m
shadow_hand,2304,54.08000000002013,46.08000000002013,1.4667719555355483,0.3923412213655287,0.056882120835094134,-0.07847132143305678,0.3932664008546481,0.05724279901183481,-0.07891546351758687,0.0009251794891194098,0.00036067817674067387,-0.00044414208453008586,0.0010877996256273299
shadow_hand,2305,54.10000000002015,46.10000000002015,1.4674085753079167,0.392337115216881,0.056862546898087195,-0.07847132143305678,0.3932613128282719,0.057223673044381584,-0.07891554794291081,0.0009241976113908978,0.0003611261462943896,-0.000444226509854026,0.0010871478788532713
shadow_hand,2306,54.12000000002018,46.12000000002018,1.468045195080285,0.3923330873966218,0.05684295669312075,-0.07847132143305678,0.3932564315554061,0.05720447366791191,-0.07891554589449452,0.0009233441587843116,0.0003615169747911637,-0.0004442244614377422,0.0010865515775898148
shadow_hand,2307,54.1400000000202,46.1400000000202,1.4686818148526533,0.392329137969196,0.056823350533637663,-0.07847132143305678,0.39325091976040794,0.05718512040846048,-0.07891570789670718,0.0009217817912119397,0.00036176987482281625,-0.0004443864636504008,0.00108537479333865
shadow_hand,2308,54.160000000020226,46.160000000020226,1.4693184346250217,0.39232526699779435,0.05680372873333607,-0.07847132143305678,0.39324541343851344,0.05716581306747584,-0.07891591211045,0.0009201464407190829,0.00036208433413977004,-0.00044459067739321956,0.0010841749894838929
shadow_hand,2309,54.18000000002025,46.18000000002025,1.46995505439739,0.39232147454435234,0.05678409160616436,-0.07847132143305678,0.3932406171048492,0.05714664552274583,-0.07891589783732064,0.0009191425604968551,0.000362553916581472,-0.0004445764042638606,0.0010834743043438841
shadow_hand,2310,54.200000000020275,46.200000000020275,1.4705916741697584,0.39231776066954915,0.05676443946631613,-0.07847132143305678,0.3932355850842958,0.057127323635061907,-0.07891592640515079,0.0009178244147466375,0.0003628841687457751,-0.00044460497209400374,0.0010824787099255253
shadow_hand,2311,54.2200000000203,46.2200000000203,1.4712282939421268,0.3923141254328067,0.056744772628225214,-0.07847132143305678,0.3932306445875657,0.05710815969366419,-0.07891596549793546,0.0009165191547589879,0.0003633870654389734,-0.0004446440648786798,0.0010815571481897358
shadow_hand,2312,54.24000000002032,46.24000000002032,1.4718649137144952,0.3923105688922887,0.0567250914065606,-0.07847132143305678,0.3932255625402186,0.0570888088117491,-0.0789160000195798,0.000914993647929907,0.0003637174051885003,-0.0004446785865230146,0.0010803901017230953
shadow_hand,2313,54.26000000002035,46.26000000002035,1.4725015334868634,0.3923070911048997,0.05670539611622142,-0.07847132143305678,0.3932204694692534,0.05706944984361839,-0.0789160545131979,0.0009133783643536786,0.0003640537273969721,-0.0004447330801411187,0.0010791583134428593
